SR,Township,Town,Ward,Ward_MMR,,,
Rakhine,Maungdaw,Maungdaw Town,Lay Maing Ward,၄-မိုင်ရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Let Thar Ward,လက်သာရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Maung Ni Ward,မောင်နီရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Myo Ma (East) Ward,မြို့မအရှေ့ရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Myo Ma (North) Ward,မြို့မမြောက်ရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Myo Ma (South) Ward,မြို့မတောင်ရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Myo Ma (West) Ward,မြို့မအနောက်ရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Myo Thu Gyi Ward,မြို့သူကြီးရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Myo U Ward,မြို့ဦးရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Wai Thar Li Ward,ဝေသာလီရပ်ကွက်,,,
Rakhine,Maungdaw,Maungdaw Town,Ywar Thit Kay Ward,ရွာသစ်ကေရပ်ကွက်,,,
Rakhine,Maungdaw,Myin Hlut Town,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,,,
Rakhine,Maungdaw,Myin Hlut Town,Ah Nauk Paing Ward,အနောက်ပိုင်းရပ်ကွက်,,,
Rakhine,Maungdaw,Myin Hlut Town,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,,,
Rakhine,Maungdaw,Myin Hlut Town,Gyin Taw Ward,ဂြင်းတောရပ်ကွက်,,,
Rakhine,Maungdaw,Myin Hlut Town,Hpway Yar Ward,ဖွေရာရပ်ကွက်,,,
Rakhine,Maungdaw,Myin Hlut Town,Myaw Chaung Ward,မြောချောင်းရပ်ကွက်,,,
Rakhine,Maungdaw,Myin Hlut Town,Shee Dar Ward,ရှီးဒါးရပ်ကွက်,,,
Rakhine,Maungdaw,Myin Hlut Town,Ywar Thit Ward,ရွာသစ်ရပ်ကွက်,,,
Rakhine,Maungdaw,Taungpyoletwea Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Rakhine,Maungdaw,Taungpyoletwea Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Rakhine,Maungdaw,Taungpyoletwea Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Rakhine,Maungdaw,Taungpyoletwea Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Rakhine,Maungdaw,Taungpyoletwea Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Rakhine,Minbya,Minbya Town,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,,,
Rakhine,Minbya,Minbya Town,Min Bar Gyi Ward,မင်းဘာကြီးရပ်ကွက်,,,
Rakhine,Minbya,Minbya Town,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,,,
Rakhine,Minbya,Minbya Town,Oke Kar Pyan Ward,ဥက္ကာပျံရပ်ကွက်,,,
Rakhine,Minbya,Minbya Town,Pyi Taw Hla Ward,ပြည်တော်လှရပ်ကွက်,,,
Rakhine,Minbya,Minbya Town,Pyi Taw Thar Ward,ပြည်တော်သာရပ်ကွက်,,,
Rakhine,Minbya,Minbya Town,U Soe Tint Ward,ဦးစိုးတင့်ရပ်ကွက်,,,
Rakhine,Minbya,Minbya Town,Zay Haung Paing Ward,ဈေးဟောင်းပိုင်းရပ်ကွက်,,,
Rakhine,Mrauk-U,Mrauk-U Town,Ah Lel Zay Ward,အလယ်ဈေးရပ်ကွက်,,,
Rakhine,Mrauk-U,Mrauk-U Town,Aung Tat Ward,အောင်တပ်ရပ်ကွက်,,,
Rakhine,Mrauk-U,Mrauk-U Town,Htan Ma Rit Ward,ထမ္မရာဇ်ရပ်ကွက်,,,
Rakhine,Mrauk-U,Mrauk-U Town,Law Ka Mu Ward,လော်ကမူရပ်ကွက်,,,
Rakhine,Mrauk-U,Mrauk-U Town,Let Kauk Zay Ward,လက်ကောက်ဈေးရပ်ကွက်,,,
Rakhine,Mrauk-U,Mrauk-U Town,Nyaung Pin Zay Ward,ညောင်ပင်ဈေးရပ်ကွက်,,,
Rakhine,Mrauk-U,Mrauk-U Town,Taung Yat Ward,တောင်ရပ်-ရပ်ကွက်,,,
Rakhine,Munaung,Munaung Town,Ah Nauk Su Ward,အနောက်စုရပ်ကွက်,,,
Rakhine,Munaung,Munaung Town,Kan Nar Tan Ward,ကမ်းနားတန်းရပ်ကွက်,,,
Rakhine,Munaung,Munaung Town,Myo Ma Ward,မြို့မရပ်ကွက်,,,
Rakhine,Munaung,Munaung Town,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,,,
Rakhine,Munaung,Munaung Town,Yan Aung Myin Ward,ရန်အောင်မြင်ရပ်ကွက်,,,
Rakhine,Myebon,Kanhtauntkyi Town,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,,,
Rakhine,Myebon,Kanhtauntkyi Town,Myauk Paing Ward,မြောက်ပိုင်းရပ်ကွက်,,,
Rakhine,Myebon,Kanhtauntkyi Town,Taung Paing Ward,တောင်ပိုင်းရပ်ကွက်,,,
Rakhine,Myebon,Kanhtauntkyi Town,Ywar Thar Yar Ward,ရွာသာယာရပ်ကွက်,,,
Rakhine,Myebon,Kanhtauntkyi Town,Ywar Thit Ward,ရွာသစ်ရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Kan Thar Htwet Wa Ward,ကံသာထွက်ဝရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Ku Lar Taung Ward,ကုလားတောင်ရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Myay Pon Ah Lel Paing Ward,မြေပုံအလယ်ပိုင်းရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Myay Pon Myauk Paing Ward,မြေပုံမြောက်ပိုင်းရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Myay Pon Taung Paing Ward,မြေပုံတောင်ပိုင်းရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Ta Yoke Tan Ward,တရုပ်တန်းရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Thea Tan Ward,သဲတန်းရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Ywar Thit Kay Ward,ရွာသစ်ကေရပ်ကွက်,,,
Rakhine,Myebon,Myebon Town,Zay Paing Ward,ဈေးပိုင်းရပ်ကွက်,,,
Rakhine,Pauktaw,Pauktaw Town,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,,,
Rakhine,Pauktaw,Pauktaw Town,Ah Nauk Paing Ward,အနောက်ပိုင်းရပ်ကွက်,,,
Rakhine,Pauktaw,Pauktaw Town,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,,,
Rakhine,Pauktaw,Pauktaw Town,Ba Wan Chaung Hpyar Su Ward,ဘဝမ်းချောင်းဖျားစုရပ်ကွက်,,,
Rakhine,Pauktaw,Pauktaw Town,Ba Wan Chaung Wa Su Ward,ဘဝမ်းချောင်းဝစုရပ်ကွက်,,,
Rakhine,Ponnagyun,Ponnagyun Town,Ah Lel Su Ward,အလယ်စုရပ်ကွက်,,,
Rakhine,Ponnagyun,Ponnagyun Town,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,,,
Rakhine,Ponnagyun,Ponnagyun Town,San Pya Ward,စံပြရပ်ကွက်,,,
Rakhine,Ponnagyun,Ponnagyun Town,Ywar Haung Ward,ရွာဟောင်းရပ်ကွက်,,,
Rakhine,Ramree,Lay Taung Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Rakhine,Ramree,Lay Taung Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Rakhine,Ramree,Lay Taung Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Rakhine,Ramree,Lay Taung Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Rakhine,Ramree,Lay Taung Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Rakhine,Ramree,Ramree Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Rakhine,Ramree,Ramree Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Rakhine,Ramree,Ramree Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Rakhine,Ramree,Ramree Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Rakhine,Ramree,Ramree Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Rakhine,Ramree,Ramree Town,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Rakhine,Rathedaung,Rathedaung Town,Ah Shey Myauk Ward,အရှေ့မြောက်ရပ်ကွက်,,,
Rakhine,Rathedaung,Rathedaung Town,Ah Shey Taung Ward,အရှေ့တောင်ရပ်ကွက်,,,
Rakhine,Rathedaung,Rathedaung Town,Chaung Wa Ward,ချောင်းဝရပ်ကွက်,,,
Rakhine,Rathedaung,Rathedaung Town,Taung Yin Ward,တောင်ရင်းရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ah Nauk San Pya Ward,အနောက်စံပြရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ah Shey San Pya Ward,အရှေ့စံပြရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Aung Mingalar Myauk Ward,အောင်မင်္ဂလာမြောက်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Bauk Thee Su Ward,ဘောက်သီးစုရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Baung Dut Ward,ဘောင်းဒွတ်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Baw Lone Kwin Ward,ဘောလုံးကွင်းရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Da Nya Wa Di Ward,ဓညဝတီရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ka Thea Ywar Ward,ကသဲရွာရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Kon Tan Ward,ကုန်တန်းရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Kyaung Gyi Lan Ward,ကျောင်းကြီးလမ်းရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Kyaung Tet Lan Ward,ကျောင်းတက်လမ်းရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Kyay Pin Gyi Ward,ကျေးပင်ကြီးရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Lan Ma Taw (North) Ward,လမ္မတော်မြောက်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Lan Ma Taw (South) Ward,လမ္မတော်တောင်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Lan Thit Ward,လမ်းသစ်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ma Gyi Myaing Ward,မကျဉ်းမြိုင်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Maw Leik Ward,မောလိပ်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Mi Zan Ward,မိဇံရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Min Gan Ward,မင်းဂံရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Myo Thu Gyi Ward,မြို့သူကြီးရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Oe Dan Ward,အိုးတန်းရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ohn Ta Pin Ward,အုန်းတပင်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Pyi Taw Thar Ward,ပြည်တော်သာရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ru Pa (North) Ward,ရူပမြောက်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ru Pa (South) Ward,ရူပတောင်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Set Yon Su Ward,စက်ရုံစုရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Shwe Pyar Ward,ရွှေပြားရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Sin Ku Lan Ward,ဆင်ကူးလမ်းရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Sut Yoe Kya Ward,ဆတ်ရိုးကျရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ta Yar Thee Su Ward,တရားသီးစုရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ye New Su Ward,ရဲနွယ်စုရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ywar Gyi (North) Ward,ရွာကြီးမြောက်ရပ်ကွက်,,,
Rakhine,Sittwe,Sittwe Town,Ywar Gyi (South) Ward,ရွာကြီးတောင်ရပ်ကွက်,,,
Rakhine,Thandwe,Ngapali Town,Gawt Ward,ဂေါ့ရပ်ကွက်,,,
Rakhine,Thandwe,Ngapali Town,Gyeik Taw Ward,ဂျိတ္တောရပ်ကွက်,,,
Rakhine,Thandwe,Ngapali Town,Lin Thar Ward,လင်းသာရပ်ကွက်,,,
Rakhine,Thandwe,Ngapali Town,Mya Pyin Ward,မြပြင်ရပ်ကွက်,,,
Rakhine,Thandwe,Ngapali Town,Zee Hpyu Kone Ward,ဇီးဖြူကုန်းရပ်ကွက်,,,
Rakhine,Thandwe,Thandwe Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Rakhine,Thandwe,Thandwe Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Rakhine,Thandwe,Thandwe Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Rakhine,Thandwe,Thandwe Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Rakhine,Thandwe,Thandwe Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Rakhine,Thandwe,Thandwe Town,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Rakhine,Thandwe,Thandwe Town,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Rakhine,Thandwe,Thandwe Town,No (8) Ward (Dwar Yar Wa Ti Myo Thit Ward),အမှတ် (၈) ရပ်ကွက် (ဒွါရာဝတီမြို့သစ်ရပ်ကွက်),,,
Rakhine,Toungup,Ma-Ei Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Rakhine,Toungup,Ma-Ei Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Rakhine,Toungup,Ma-Ei Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Rakhine,Toungup,Ma-Ei Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Rakhine,Toungup,Tan Hlwe Ywar Ma Town,No (1) (Ah Htet Paing) Ward,အမှတ် (၁) (အထက်ပိုင်း) ရပ်ကွက်,,,
Rakhine,Toungup,Tan Hlwe Ywar Ma Town,No (2) (Ah Lel Paing) Ward,အမှတ် (၂) (အလယ်ပိုင်း) ရပ်ကွက်,,,
Rakhine,Toungup,Tan Hlwe Ywar Ma Town,No (3) (Auk Paing) Ward,အမှတ် (၃) (အောက်ပိုင်း) ရပ်ကွက်,,,
Rakhine,Toungup,Tan Hlwe Ywar Ma Town,No (4) (Ywar Thit) Ward,အမှတ် (၄) (ရွာသစ်) ရပ်ကွက်,,,
Rakhine,Toungup,Tan Hlwe Ywar Ma Town,No (5) (Ku Toet Seik) Ward,အမှတ် (၅) (ကူးတို့ဆိပ်) ရပ်ကွက်,,,
Rakhine,Toungup,Tan Hlwe Ywar Ma Town,No (6) (Maw Hla Maw) Ward,အမှတ် (၆) (မော်လှမော်) ရပ်ကွက်,,,
Rakhine,Toungup,Toungup Town,Chaung Kauk Ward,ချောင်းကောက်ရပ်ကွက်,,,
Rakhine,Toungup,Toungup Town,Gu Tar Ward,ဂူတာရပ်ကွက်,,,
Rakhine,Toungup,Toungup Town,Kan Paing Ward,ကံပိုင်ရပ်ကွက်,,,
Rakhine,Toungup,Toungup Town,Thein Taung Ward,သိမ်တောင်ရပ်ကွက်,,,
Sagaing,Ayadaw,Ayadaw Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Sagaing,Ayadaw,Ayadaw Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Sagaing,Ayadaw,Ayadaw Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Sagaing,Banmauk,Banmauk Town,Aung Thar Kone Ward,အောင်သာကုန်းရပ်ကွက်,,,
Sagaing,Banmauk,Banmauk Town,Hlwa Sin Kone Ward,လွှစင်ကုန်းရပ်ကွက်,,,
Sagaing,Banmauk,Banmauk Town,Mya Nan Dar Ward,မြနန္ဒာရပ်ကွက်,,,
Sagaing,Banmauk,Banmauk Town,Myo Ma Ward,မြို့မရပ်ကွက်,,,
Sagaing,Budalin,Budalin Town,Khon Min Gyi Ward,ခုံမင်းကြီးရပ်ကွက်,,,
Sagaing,Budalin,Budalin Town,Ma Har Ban Du La Ward,မဟာဗန္ဓုလရပ်ကွက်,,,
Sagaing,Budalin,Budalin Town,Mya Wa Di Ward,မြဝတီရပ်ကွက်,,,
Sagaing,Chaung-U,Chaung-U Town,Chaung-U (North) Ward,ချောင်းဦးမြောက်ရပ်ကွက်,,,
Sagaing,Chaung-U,Chaung-U Town,Chaung-U (South) Ward,ချောင်းဦးတောင်ရပ်ကွက်,,,
Sagaing,Chaung-U,Chaung-U Town,Myo Ma Ward,မြို့မရပ်ကွက်,,,
Sagaing,Chaung-U,Chaung-U Town,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,,,
Sagaing,Chaung-U,Chaung-U Town,Ta Mar Myaing Ward,တမာမြိုင်ရပ်ကွက်,,,
Sagaing,Chaung-U,Chaung-U Town,Yan Aung Myay Ward,ရန်အောင်မြေရပ်ကွက်,,,
Sagaing,Hkamti,Hkamti Town,Hkamti Myo Ma Ward,ခန္တီးမြို့မရပ်ကွက်,,,
Sagaing,Hkamti,Hkamti Town,Paw Maing Ward,ပေါမိုင်းရပ်ကွက်,,,
Sagaing,Hkamti,Hkamti Town,Zee Hpyu Kone Ward,ဇီးဖြူကုန်းရပ်ကွက်,,,
Sagaing,Homalin,Homalin Town,Hko Pe Wa Ward,ခိုပဲဝရပ်ကွက်,,,
Sagaing,Homalin,Homalin Town,Homalin Ward,ဟုမ္မလင်းရပ်ကွက်,,,
Sagaing,Homalin,Homalin Town,Naung Pa Kyit Ward,နောင်ပကျစ်ရပ်ကွက်,,,
Sagaing,Homalin,Mo Waing Lut Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Sagaing,Homalin,Mo Waing Lut Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (10 Ward,အမှတ် (၁၀) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Sagaing,Homalin,Shwe Pyi Aye Town,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
Sagaing,Indaw,Indaw Town,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,,,
Sagaing,Indaw,Indaw Town,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,,,
Sagaing,Indaw,Indaw Town,Aung Myit Tar Ward,အောင်မေတ္တာရပ်ကွက်,,,
Sagaing,Indaw,Indaw Town,Aung Zay Ya Ward,အောင်ဇေယျရပ်ကွက်,,,
Sagaing,Indaw,Maw Lu Town,Min Chan Thar Ward,မင်းချမ်းသာရပ်ကွက်,,,
Sagaing,Indaw,Maw Lu Town,Min Thi Ri Ward,မင်းသီရိရပ်ကွက်,,,
Sagaing,Indaw,Maw Lu Town,Min Thit Sar Ward,မင်းသစ္စာရပ်ကွက်,,,
Sagaing,Indaw,Maw Lu Town,Min Thu Kha Ward,မင်းသုခရပ်ကွက်,,,
Sagaing,Indaw,Maw Lu Town,Min Yar Zar Ward,မင်းရာဇာရပ်ကွက်,,,
Sagaing,Indaw,Maw Lu Town,Min Zay Yar Ward,မင်းဇေယျာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Aung Myay Man Ward,အောင်မြေမာန်ရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Aung Myit Tar Ward,အောင်မေတ္တာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Aung Thit Sar Ward,အောင်သစ္စာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Aung Zay Ya Ward,အောင်ဇေယျရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Chan Myayt Aung Si Ward,ချမ်းမြေ့အောင်စည်ရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Gyo Thone Pin Ward,ကြို့သုံးပင်ရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Hlaing Thar Yar Ward,လှိုင်သာယာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,In Daing Kone Ward,အင်ဒိုင်းကုန်းရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Min Ga Lar U Yin Ward,မင်္ဂလာဥယျာဉ်ရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Myo Hla Ward,မြို့လှရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Myo Thar Ward,မြို့သာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Nyaung Pin Thar Ward,ညောင်ပင်သာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Pin Lon Ward,ပင်လုံရပ်ကွက်,,,
Sagaing,Kale,Kale Town,San Myo Ward,စမ်းမြို့ရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Tar Han Ward,တာဟန်းရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Tat U Thi Dar Ward,တပ်ဦးသီတာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Taung Pee Lar Ward,တောင်ဖီလာရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Taung Zalat Ward,တောင်ဇလပ်ရပ်ကွက်,,,
Sagaing,Kale,Kale Town,Tha Zin Ward,သဇင်ရပ်ကွက်,,,
Sagaing,Kalewa,Kalewa Town,No (1) Ywar Thit Ward,ရပ်ကွက်အမှတ် (၁) ရွာသစ်ရပ်ကွက်,,,
Sagaing,Kalewa,Kalewa Town,No (2) Aung Chan Thar Ward,ရပ်ကွက်အမှတ် (၂) အောင်ချမ်းသာရပ်ကွက်,,,
Sagaing,Kalewa,Kalewa Town,No (3) Aung Min Ga Lar Ward,ရပ်ကွက်အမှတ် (၃) အောင်မင်္ဂလာရပ်ကွက်,,,
Sagaing,Kanbalu,Kanbalu Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Sagaing,Kanbalu,Kanbalu Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Sagaing,Kanbalu,Kanbalu Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Sagaing,Kanbalu,Kanbalu Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Sagaing,Kanbalu,Kanbalu Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Sagaing,Kanbalu,Zee Kone Town,Aung Theik Di Ward,အောင်သိဒ္ဓိရပ်ကွက်,,,
Sagaing,Kanbalu,Zee Kone Town,Chan Aye Thar Yar Ward,ချမ်းအေးသာယာရပ်ကွက်,,,
Sagaing,Kanbalu,Zee Kone Town,Let Se Ward,လက်ဆည်ရပ်ကွက်,,,
